input_text,target_text
"Cell differentiation is remarkably stable but can be reversed by somatic cell nuclear transfer, cell fusion, and iPS. Nuclear transfer to amphibian oocytes provides a special opportunity to test transcriptional reprogramming without cell division. We show here that, after nuclear transfer to amphibian oocytes, mitotic chromatin is reprogrammed up to 100 times faster than interphase nuclei. We find that, as cells traverse mitosis, their genes pass through a temporary phase of unusually high responsiveness to oocyte reprogramming factors (mitotic advantage). Mitotic advantage is not explained by nuclear penetration, DNA modifications, histone acetylation, phosphorylation, methylation, nor by salt soluble chromosomal proteins. Our results suggest that histone H2A deubiquitination may account, at least in part, for the acquisition of mitotic advantage. They support the general principle that a temporary access of cytoplasmic factors to genes during mitosis may facilitate somatic cell nuclear reprogramming and the acquisition of new cell fates in normal development.","cell line, mitosis, chromatin, histones"
"Purpose: This report describes an ongoing transition from the help Hospital Information System to help II, a replacement Health Information System built to manage clinical information captured in a variety of medical settings. The focus of the article is on the medical decision support provided by this system and studied by researchers at the University of Utah and Intermountain Health Care (IHC), a large health care organization in Utah, for many years. Methods: Select success features of the original help system's decision support environment are identified and lessons learned are related. Plans for transferring these features to help II are discussed. Results: The article focuses on four features: (1) the importance of easy access to patient data essential for decision support, (2) the commitment to continued measurement and revision of both the logic and the interventional strategy in a decision support application, (3) experience with data mining as a tool for developing decision support tools, and (4) the role of clinical reports in supporting the decision making process.","information systems, information system, clinical decision support, health care, data mining, decision making process, decision support, decision support system, health information system"
"This second special issue of the Journal of Business Research on Internet consumer behavior features twelve articles selected from the papers submitted following a call for submissions issued in January 2008. They cover topics related to advances in internet consumer behavior and marketing strategy, and the contributions are regrouped into four broad categories: influence of trust and role of virtual communities; understanding the role of electronic word-of-mouth; understanding consumer reactions to pricing on the internet; consumer issues in marketing strategy. It concludes with future research directions.","pricing, virtual communities, e-wom, trust, consumer behavior, internet, marketing strategy, word of mouth"
"A practical theory of argumentation is outlined and applied to a hypothetical clinical scenario to elucidate the use of research evidence in individual treatment decisions. The primary role of research evidence is to establish warrants as opposed to warrant using. Warrants are defined as the rules, principles or interpretive rationales used to justify an inference from observed data to conclusion, or clinical claim. Clarity on the appropriate use of research evidence in clinical decision-making can help resolve current debates over the nature and consequences of evidence-based medicine. The theory of argumentation has potential to inform both the design of decision support tools and to provide criteria for assessing decisional performance.","heuristics, argument, evidence, decision-making, evidence based medicine, treatment, performance, modeling"
"The aim of this study was to describe perceived abuse in adult Spanish and Ecuadorian women and men and to assess its association with mental health. A population-based survey was conducted in Spain in 2006. Data were taken from a probabilistic sample allowing for an equal number of men and women, Spaniards and Ecuadorians. Mental disorder was measured with the General Health Questionnaire-28. The nine questions on exposure to physical, sexual, and psychological abuse during the previous year were self-administered. Multivariate logistic regression was used to assess the association between exposure to abuse and poor mental health, adjusting for potential confounders. The sample was composed of 1,059 individuals aged 18 to 54, 104 of whom reported physical, psychological, or sexual abuse. Some 6% refused to answer the questions on abuse. Overall, reported abuse ranged from 13% in Ecuadorian women to 5% in Spanish men. Psychological abuse was the most frequent. Half the abused women, both Spanish and Ecuadorian, reported intimate partner violence (IPV), as did 22% of abused men. Poor mental health was found in 61% of abused Spanish women (adjusted Odds Ratio [ORa] = 5.1; 95% CI: 1.8-14.4), and 62% abused Ecuadorian women (ORa = 4; 95% CI: 2-7.9), in 36% of abused Spanish men (ORa = 3; 95% CI: 0.9-10.7) and in 30% abused Ecuadorian men (ORa = 2.8; 95% CI: 1-7.7). Interpersonal violence is frequent in relations with the partner, the family, and outside the family, and it seriously affects the mental health. Ecuadorian women stand out as the most vulnerable group.","mental health and violence, violence exposure, anything related to domestic violence, domestic violence"
"One hundred children aged 1 to 15 years were randomly allocated to two equal groups. All underwent cold orthopedic surgery to the lower limb, of more than 1 hour's duration with a standard anesthetic technique. One group received caudal bupivacaine 0.25%, 0.7 mL/kg, and one group acted as controls. There were no cases of fecal incontinence in the theater complex but urinary incontinence in the immediate recovery phase increased from 14% in the control group to 34% in the caudal group ( P <.05). The caudal block had a duration of effect lasting 5 to 6 hours, and provided better recovery room analgesia ( P <.01). The advantages for the child are discussed.","orthopedic surgery, caudal, analgesia, bupivacaine"
"To determine the effectiveness and safety of the routine use of antibiotic prophylaxis in women undergoing cesarean section.Four hundred and forty-one women undergoing cesarean sections were randomly assigned either to a single dose of 1 g intravenous cefazolin or placebo after clamping of the umbilical cord. The primary outcome was the development of post-operative febrile morbidity and the secondary outcomes were infection-related complications.There were 211 emergency and 230 elective cesarean sections. In the emergency cesarean sections, 34 (30.6%) women developed post-operative febrile morbidity in the placebo group compared to 11 (11%) women in the cefazolin group. This was a statistically significant difference (P = 0.001). Similarly, there were statistically significant differences between the two groups in the development of wound infection (P<0.001), use of therapeutic antibiotics (P = 0.001), and post-operative days in hospital (P = 0.003). No statistically significant differences were detected in the development of other infection-related complications. In the elective cesarean sections, no statistically significant differences were found in post-operative febrile morbidity and infection-related complications. There were no serious side effects related to the use of cefazolin.The routine use of a single dose of cefazolin is safe and effective in emergency but not elective cesarean section.","side effect, statistical significance, prophylaxis, section, antibiotic"
"Evolutionary structural optimization is applied to determine the optimum shape of steel gusset plates subjected to axial forces. A number of different gusset plates used in various types of connections is considered for this purpose. The evolutionary structural optimization approach is employed to find the optimum shapes of a gusset plate used in these connections. The first example considers a gusset plate having two holes which are utilized in the connection of double angle carrying a tensile force. Within this example the effect of certain parameters in the evolutionary structural optimization process such as material removal ratio, mesh size and modeling of holes on the final shape is investigated. The gusset plates having three, four and five holes are also designed for optimal shape. Furthermore design examples include two rows of multiple holes as well as staggered holes and connections with multiple members. The final shapes obtained in the single member bolted connections are generally similar to those used in practice. However, they are lighter. Those shapes obtained for the multiple member connections and welded double angle connections are unpredictable. Although the shapes obtained in all the examples are lighter than the ones used in practice, they might be more expensive to produce. It is shown that the evolutionary structural optimization method has a potential in determining the optimum shape of gusset plates.","Steel structures, Bolted connections, Evolutionary structural optimization, Gusset plates, Shape optimization, Finite element discretization, Welded connections"
"To evaluate the ability of the DSM-IV criteria for the pervasive developmental disorders (PDD) to reliably and accurately differentiate PDD subtypes.The sample consisted of 143 children with various types of developmental disabilities. A diagnosis of PDD and PDD subtype was made by one clinician using information obtained from the Autism Diagnostic Interview-Revised and the Autism Diagnostic Observation Schedule. The raw data from the Autism Diagnostic Interview-Revised, clinical notes (excluding diagnostic opinion), Autism Diagnostic Observation Schedule, IQ, and other available data were independently assessed by three experienced raters, each of whom then made a separate, blind diagnosis. If there was any disagreement, a consensus best-estimate (CBE) diagnosis was made after discussion. To assess reliability, the agreement between the three raters was calculated using k. Accuracy was assessed by calculating the agreement between the clinician's diagnosis and the CBE and by calculating the error rates associated with the three raters using latent class analysis.The current DSM-IV criteria show good to excellent reliability for the diagnosis of PDD, Asperger's disorder (AsD), and autism, but they show poor reliability for the diagnosis of atypical autism. The clinician (compared to the CBE) had little difficulty differentiating PDD from non-PDD children and autism from AsD but had more difficulty identifying children with atypical autism. The latent class analysis also showed that the average error rates of the three raters for a differentiation of atypical autism from autism were unacceptably high.Although the psychometric properties of the current DSM-IV criteria for autism and AsD appear quite acceptable, there is likely to be a high rate of misclassification of children given a diagnosis of atypical autism.","disorder subtypes, reliability, diagnosis, pervasive developmental, accuracy"
"In so far as personality traits contribute to vocational success or failure the Rorschach method can be used as a vocational aid. In the general application of the method to vocational problems the examiner endeavors to conclude for which occupation the subject's personality best fits him. In the specific application of the method attention is paid only to certain Rorschach components as indicators of specific vocationally significant personality traits. The specific application requires preliminary investigations to identify special Rorschach components and to prove their vocational significance. (PsycINFO Database Record (c) 2006 APA, all rights reserved)","vocational, educational psychology (incl. vocational guidance), guidance, vocational guidance, rorschach, personality and character"
"Though value has received significant attention in the marketing literature in recent years, research on the concept has been somewhat limited in the context of online shopping, particularly in regards to empirical hypothesis testing. This paper examines the relevancy of value dimensions for online shopping and the relationship between value dimensions, preference towards the Internet retailer, and intentions. Findings from the large-scale study indicate that utilitarian value is more strongly related than hedonic value to preference towards the Internet retailer and intentions and that shopping frequency can play a moderating role. The paper concludes with a discussion of limitations and managerial implications.","utilitarian value, online shopping, hedonic value, preference, internet, hypothesis test"
"This paper discusses some crucial issues associated with the exploitation of data and information about health care for the improvement of patient safety. In particular, the issues of human factors and safety management are analysed in relation to exploitation of reports about non-conformity events and field observations. A methodology for integrating field observation and theoretical approaches for safety studies is described. Two sample cases are discussed in detail: the first one makes reference to the use of data collected in the aviation domain and shows how these can be utilised to define hazard and risk; the second one concerns a typical ethnographic study in a large hospital structure for the identification of most relevant areas of intervention. The results show that, if national authorities find a way to harmonise and formalise critical aspects, such as the severity of standard events, it is possible to estimate risk and define auditing needs, well before the occurrence of serious incidents, and to indicate practical ways forward for improving safety standards.","risk assessment, data collection, human error, human factors engineering, human factors, health care"
"Prokaryotic viruses, or bacteriophages, are viruses that infect bacteria and archaea. These viruses have been known to associate with host systems for decades, yet only recently have their influence on the regulation of host-associated bacteria been appreciated. These studies have been conducted in many host systems, from the base of animal life in the Cnidarian phylum to mammals. These prokaryotic viruses are useful for regulating the number of bacteria in a host ecosystem and for regulating the strains of bacteria useful for the microbiome. These viruses are likely selected by the host to maintain bacterial populations. Viral metagenomics allows researchers to profile the communities of viruses associating with animal hosts, and importantly helps to determine the functional role these viruses play. Further, viral metagenomics show the sphere of viral involvement in gene flow and gene shuffling in an ever-changing host environment. The influence of prokaryotic viruses could, therefore, have a clear impact on host health.","Bacteriophage, Holobiont, Host-microbe interactions, Metagenomics, Microbiome, Prokaryotic virus, Symbiosis, Viral metagenomes, Virome"
"The quantification of software reliability is needed for the system engineering of products involving computer programs and the scheduling and monitoring of software development. It is also valuable for the comparative evaluation of the effectiveness of various design, coding, testing, and documentation techniques. This paper outlines a theory of software reliability based on execution or cpu time, and a concomitant model of the testing and debugging process that permits execution time to be related to calendar time. The estimation of parameters of the model is discussed. Application of the theory in scheduling and monitoring software projects is described, and data taken from several actual projects are presented.","concomitant model, actual project, cpu time, calendar time, software reliability measurement, execution time, software project, computer program, software development, software reliability, comparative evaluation"
"Near band edge photoluminescence (PL) of ZnS layers MBE-grown on GaP is investigated at 4.2K under fully strained, partially relaxed and fully relaxed conditions. PL peaks are attributed to heavy-hole (hh) or light-hole (lh)-related transitions by comparison with the calculated strain shift for the hh and lh bandgaps. It is shown that, while the free-to-bound (e,A 0 ) transition retains its hh character over the whole range from fully strained to fully relaxed conditions, a hh-lh exciton crossover is observed at intermediate strain. This observation is interpreted within the hydrogenic model for shallow states by scaling the hh-related ionisation energies with the lh to hh effective mass ratio and comparing the result with the strain shift of the lh bandgap. Values for the deformation potentials are derived and compared with theoretical and earlier experimental ones.","a. semiconductors, a. thin films, d. optical properties, e. luminescence, d. electronic states (localized), effective mass, thin film"
"Depression often is comorbid with conduct disorder. The purpose of this study is to assess whether, among youths with conduct disorder, those with depression differ in other ways from those without depression.Ninety-nine delinquent boys (aged 13 through 19 years) were evaluated with the Diagnostic Interview Schedule for Children and other instruments. All boys had conduct disorder and substance use disorders.Staff-rated and self-rated depression scores correlated significantly. Twenty-one boys had major depression and/or dysthymia. Depressed boys had more substance dependence diagnoses and were more likely to have attention-deficit hyperactivity disorder, posttraumatic stress disorder, and anxiety disorders, compared with the nondepressed boys. Depressed boys tended to develop conduct symptoms earlier than did the nondepressed boys. Depression scores did not change after at least 4 weeks of abstinence, for either depressed or nondepressed boys.Depressed delinquents have more substance dependence diagnoses, tend to initiate behavioral problems at an earlier age, have increased anxiety and attentional problems, and more trauma effects, than nondepressed delinquents. Depression does not appear to be related to substance intoxication, since it is not alleviated after 4 weeks of abstinence. Such boys may require combined psychiatric and substance treatment.","comorbidity, adolescents, conduct disorder, substance use disorder, depression, substance dependence"
"Codon models of evolution have facilitated the interpretation of selective forces operating on genomes. These models, however, assume a single rate of non-synonymous substitution irrespective of the nature of amino acids being exchanged. Recent developments have shown that models which allow for amino acid pairs to have independent rates of substitution offer improved fit over single rate models. However, these approaches have been limited by the necessity for large alignments in their estimation. An alternative approach is to assume that substitution rates between amino acid pairs can be subdivided into rate classes, dependent on the information content of the alignment. However, given the combinatorially large number of such models, an efficient model search strategy is needed. Here we develop a Genetic Algorithm (GA) method for the estimation of such models. A GA is used to assign amino acid substitution pairs to a series of rate classes, where is estimated from the alignment. Other parameters of the phylogenetic Markov model, including substitution rates, character frequencies and branch lengths are estimated using standard maximum likelihood optimization procedures. We apply the GA to empirical alignments and show improved model fit over existing models of codon evolution. Our results suggest that current models are poor approximations of protein evolution and thus gene and organism specific multi-rate models that incorporate amino acid substitution biases are preferred. We further anticipate that the clustering of amino acid substitution rates into classes will be biologically informative, such that genes with similar functions exhibit similar clustering, and hence this clustering will be useful for the evolutionary fingerprinting of genes.","molecular evolution, markov model, amino acids, genetic algorithm, amino acid, evolutionary genetics, sequence alignment, maximum likelihood, information content"
"Background: The 3 year survival after pulmonary metastatectomy for osteosarcoma (OS) is approximately 30%. Resection of metastatic disease can prolong life in pediatric patients with OS. Our objective is to assess the outcome of pediatric patients with pulmonary metastases located centrally as compared to peripheral lesions. Methods: A retrospective review of patients 0 to 21 years with a diagnosis of OS with pulmonary metastases on CT scan between 1985 and 2000 was completed. Demographics, metastasis location, survival, morbidity and mortality were evaluated. Results: Of 115 patients who had pulmonary metastasis secondary to OS, there were 96 wedge resections and 13 lobectomy/pneumonectomies in 84 patients. The morbidity of wedge resection was 9% and lobectomy/ pneumonectomy was 8%. There were no deaths from surgery. The median survival for patients undergoing lobectomy compared to wedge resection was 0.61 and 1.14 years respectively but did not reach statistical significance. The median overall survival for the entire cohort was 0.75 years. The median overall survival after initial detection of metastatic disease was 1.06 years among the patients with peripheral disease, compared to 0.38 years in patients with central disease (p=0.008). Conclusion: Patients with central pulmonary metastases in osteosarcoma have a very poor prognosis, even after operative treatment, compared to those with peripheral disease. Patients with central lesions may benefit from other non-surgical treatment options.","lobectomy, thoracotomy, osteosarcoma, wedge resection, pulmonary metastases, surgery, proportional hazards models, retrospective studies, young adult"
"The effect of repetitive primary afferent C-fibre stimulation on the responses of single wide dynamic range neurones recorded in the dorsal horn of the spinal cord have been exaemined in the unanaesthetised decerebrate-spinal rat. Prolonged stimulation of the sural nerve at 0.5 Hz or higher produced both a progressive increase in the latency of the sural evoked C-responses in all units and a decrease or habituation of the number of C-evoked spikes in the majority of units (62%) recorded in laminae 5 and 6. The shift in latency of the C responses in the dorsal horn neurones was found to be the result of an activity-dependent reduction in the conduction velocity of the primary afferent C-fibres, but such stimulation did not decrease the size of the C compound action potential or produce a block in conduction of single polymodal C-fibres which could account for the habituation of the dorsal horn neurones. A complete habituation or failure of the C-evoked response in a dorsal horn neurone produced by repetitive stimulation of a peripheral nerve was associated with a reduction but not the abolishment of the convergent C-input from an adjacent untetanized nerve, indicating that the habituation did not occur as the result of a postsynaptic inhibition of the dorsal horn neurone. Following a C-tetanus (10 Hz for 10 s) applied to the sural nerve a short and partial homosynaptic post-tetanic inhibition of the subsequent C responses evoked from the sural occurs. Such sural nerve C-tetani however produced a much more powerful and prolonged heterosynaptic post-tetanic inhibition of the C-responses evoked from the common peroneal nerve in those units with convergent C-input from both these two adjacent nerves. None of the effects of repetitive peripheral C-fibre stimulation on the C-evoked responses in the dorsal horn could be produced by A-fibre conditioning stimuli applied at identical frequencies. These results indicate that there is a segmentally organized C afferent-mediated inhibition of C-evoked responses in dorsal horn neurones that is generated both by the C-input that evoked those responses and by adjacent C-inputs.","Dorsal horn, Unmyelinated (C) fibres, Spinal cord, Habituation, Post-tetanic inhibition"
"In this paper we outline and evaluate competing explanations for a heroin shortage that occurred in Australia during 2001 with an abrupt onset at the beginning of 2001.We evaluated each of the explanations offered for the shortage against evidence from a variety of sources: government reports, police and drug law enforcement documents and briefings, key informant (KI) interviews, indicator data and research data.No similar shortage occurred at the same time in other markets (e.g. Vancouver, Canada or Hong Kong) whose heroin originated in the same countries as Australia's. The shortage was due most probably to a combination of factors that operated synergistically and sequentially. The heroin market had grown rapidly in the late 1990s, perhaps helped by a decline in drug law enforcement (DLE) in Australia in the early 1990s that facilitated high-level heroin suppliers in Asia to establish large-scale importation heroin networks into Australia. This led to an increase in the availability of heroin, increasingly visible street-based drug markets, increased purity and decreased price of heroin around the country. The Australian heroin market was well established by the late 1990s, but it had a low profit margin with high heroin purity, and a lower price than ever before. The surge in heroin problems led to increased funding of the Australian Federal Police and Customs as part of the National Illicit Drug Strategy in 1998-99, with the result that a number of key individuals and large seizures occurred during 1999-2000, probably increasing the risks of large-scale importation. The combination of low profits and increased success of law enforcement may have reduced the dependability of key suppliers of heroin to Australia at a time when seized heroin was becoming more difficult to replace because of reduced supplies in the Golden Triangle. These factors may have reduced the attractiveness of Australia as a destination for heroin trafficking.The Australian heroin shortage in 2001 was due probably to a combination of factors that included increased effectiveness of law enforcement efforts to disrupt networks bringing large shipments of heroin from traditional source countries, and decreased capacity or willingness of major traffickers to continue large scale shipments to Australia.","drug supply, law enforcement, supply reduction., heroin, drug policy, reduction, impact, psychiatry, profitability, availability, substance abuse"
"We determined cDNAs of two genes that belong to the Rhesus (Rh) blood group gene family in an amphioxus species (Branchiostoma floridae) and designated them Rh-related-1 (RhR-1) and Rh-related-2 (RhR-2). RhR-1 and RhR-2 consisted of 10 and 11 exons, respectively. 3' UTR sequences of RhR-1 were shorter (220-272 bp) than those of RhR-2 (1,505-1,650 bp). CDS lengths were 1,344 and 1,476 bp for RhR-1 and RhR-2, respectively, and the average nucleotide difference between their CDS regions was 0.33. The corresponding regions of Rh genes from exons 2 to 7 were relatively conserved among the chordate species examined in this study. Length difference numbers were in multiples of three, which implies that codon frames were conserved among them, and the same exon/intron boundary phases were observed in those regions. This region was used for the phylogenetic analyses. RhR-1 and RhR-2 formed a cluster on the phylogenetic tree of the Rh gene family. Gene duplication time of RhR-1 and RhR-2 was estimated to be ca. 500 million years ago. It is likely that the four Rh family genes in vertebrates emerged by gene duplications in the common ancestor of vertebrates, and functional differentiation has occurred after the first gene duplication.","rh, blood groups, evolution, phylogeny"
"Starting from the complete set of equations of hydrodynamics and nonequilibrium thermodynamics for a binary uni-univalent salt in an electrolyte solution contained between electrodes, we have solved, in part, both the transient and the steady-state thermal diffusion problems. Full account is taken of nonvanishing space charge near the electrodes. Formulas are obtained for the temperature distribution, the electric field, the salt concentration distribution, the charge distribution, and the voltage. The effect of Joule heating on the temperature distribution is very small. The effect of space charge on the electric field and on the salt concentration distribution is also small. Applications both to solid-state ionic devices such as batteries and to thermal diffusion measurements in aqueous electrolyte solutions are mentioned.","thermal diffusion, ther- mocells., ion transport, solid-state batteries, space charge, joule heating, electric field, steady state, charge distribution, nonequilibrium thermodynamics"
"The software package Bain can be used for the evaluation of informative hypotheses with respect to the parameters of a wide range of statistical models. For pairs of hypotheses the support in the data is quantified using the approximate adjusted fractional Bayes factor (BF). Currently, the data have to come from one population or have to consist of samples of equal size obtained from multiple populations. If samples of unequal size are obtained from multiple populations, the BF can be shown to be inconsistent. This paper examines how the approach implemented in Bain can be generalized such that multiple-population data can properly be processed. The resulting multiple-population approximate adjusted fractional Bayes factor is implemented in the R package Bain.","Bain, Bayes factor, informative hypotheses, multiple populations"
"Src family nonreceptor tyrosine kinases are kept in a repressed state by intramolecular interactions involving the SH3 and SH2 domains of the enzymes. Ligands for these domains can displace the intramolecular associations and activate the kinases. Here, we carried out in vitro activation experiments with purified, down-regulated hematopoietic cell kinase (Hck), a Src family kinase. We show that SH3 and SH2 ligands act cooperatively to activate Src family kinases: the presence of one ligand lowers the concentration of the second ligand necessary for activation. To confirm the findings in intact cells, we studied Cas, a Src substrate that possesses SH2 and SH3 ligands. In contrast to wild-type Cas, mutant forms of Cas lacking the SH3 or SH2 ligands were unable to stimulate Src autophosphorylation when expressed in Cas-deficient fibroblasts. Cells expressing the Cas mutants also showed decreased amounts of activated Src at focal adhesions. The results suggest that proteins containing ligands for both SH3 and SH2 domains can produce a synergistic activation of Src family kinases.","sh3 domain, tyrosine kinase, cooperativity, src, sh2 domain, focal adhesion, wild type, enzyme"
"Evolutionary structural optimization (ESO) is based on a simple idea that an optimal structure (with maximum stiffness but minimum weight) can be achieved by gradually removing ineffectively used materials from design domain. In general, the results from ESO are likely to be local optimums other than the global optimum desired. In this paper, the genetic algorithm (GA) is integrated with ESO to form a new algorithm called Genetic Evolutionary Structural Optimization (GESO), which takes the advantage of the excellent behavior of the GA in searching for global optimums. For the developed GESO method, each element in finite element analysis is an individual and has its own fitness value according to the magnitude of its sensitivity number. Then, all elements in an initial domain constitute a whole population in GA. After a number of generations, undeleted elements will converge to the optimal result that will be more likely to be a global optimum than that of ESO. To avoid missing the optimum layout of a structure in the evolution, an interim thickness is introduced into GESO and its validity is demonstrated by an example. A stiffness optimization with weight constraints and a weight optimization with displacement constraints are studied as numerical examples to investigate the effectiveness of GESO by comparison with the performance of ESO. It is shown through the examples that the developed GESO method has powerful capacity in searching for global optimal results and requires less computational effort than ESO and other existing methods.","genetic algorithm, evolutionary optimization algorithm, structural optimization, finite element analysis, global optimization, genetics"
"Nitric oxide (NO) is a highly reactive free radical involved in intra- and intercellular signaling in various stages of reproduction. The objective of the present study was to evaluate the effect of the addition of sodium nitroprusside (SNP), a NO donor, on nuclear and cytoplasmic in vitro maturation of bovine oocytes. Analysis of variance was conducted and the means were compared by t test at a level of 5%. Low (10(-7) and 10(-9)M) and intermediate (10(-5)M) concentrations of SNP had no significant effect on nuclear maturation, however, when a greater concentration of SNP (10(-3)M) was added, oocytes remained in metaphase I (MI) after 24 h culture (P<0.05) and did not show cumulus expansion. To evaluate if this effect was reversible and if a retardation or inhibition had occurred in the progression from MI to MII, oocytes were cultured in presence of 10(-3)M of SNP for 24 h followed by culture for an additional 24 h in medium with or without SNP. After 48 h, the oocytes remained in MI even when the medium was changed at 24 h with or without SNP. The kinetics of nuclear maturation was assessed to evaluate if there had been or not a retardation in the progression of meiosis with the concentration of 10(-3)M SNP. This concentration delayed germinal vesicle breakdown (VGBD) at 8 h of culture (P<0.05), and at 12 h there was no significant difference between the control and the treated group. The concentrations that did not induce alterations in nuclear maturation were evaluated for cytoplasmic maturation. The concentration of 10(-5)M improved the percentage of peripheral cortical granules (P<0.05), and significantly increased the percentage of blastocysts. These results demonstrate that SNP at greater concentrations (10(-3)M) has a cytotoxic effect, but at intermediate (10(-5)M) concentrations it increases blastocyst rates. NO exhibits a dual effect on bovine oocytes, inhibits (10(-3)M of SNP) nuclear and cytoplasmic maturation or stimulates (10(-5)M of SNP) cytoplasmic maturation, depending on concentration in the culture medium.","embryo development, kinetics, free radical, nitric oxide, analysis of variance"
"A sample of 245 schizophrenics and 237 normal cases were matched in age and full scale I.Q. on the W-B. The raw sub-test scores and indices of education and scatter were compared in both groups. A multiple correlation of .437 was obtained and used to correctly diagnose 67% of a new sample of 56 schizophrenic patients. The most differentiating subtests were digit symbol, information and block design while arithmetic, object assembly, and picture arrangement were least effective. Statistical comparisons were made with the findings of other workers. 18 references. (PsycINFO Database Record (c) 2006 APA, all rights reserved)","pattern, psychoses, schizophrenia, wechsler, block design"
"Recent developments in biomedical informatics research have afforded possibilities for great advances in health care delivery. These exciting opportunities also present a number of challenges to the implementation and integration of technologies in the workplace. As in most domains, there is a gulf between technologic artifacts and end users, which compromises the culture of safety in the workplace. Because clinical practice is a human endeavor, there is a need for bridging disciplines to enable clinicians to benefit from rapid technologic advances. This, in turn, necessitates a broadening of disciplinary boundaries to consider cognitive and social factors related to the design and use of technology. The authors argue for a place of prominence for cognitive science in understanding nursing factors associated with patient safety. Cognitive science provides a framework for the analysis and modeling of complex human performance. Studies of clinical cognition can meaningfully inform and shape design, development and assessment of information systems. Furthermore, they have a decisive impact on whether information technology has a positive influence on human performance and are especially important in understanding and promoting safe practices. These issues are discussed in the context of clinical informatics with a focus on nursing practice.","informatics, patient safety, nursing, clinical cognition, decision-making"
"Even though the levels of circulating sex steroid hormones are to a large extent heritable, their genetic determinants are largely unknown. With the advent of genome-wide association studies (GWAS), much progress has been made and several genetic loci have been identified to be associated with serum levels of dehydroepiandrosterone sulfate, testosterone and sex hormone-binding globulin. The variants identified so far only explain a small amount of the overall heritability, but may help to elucidate the role of sex steroid hormones in common disorders such as hypogonadism, type 2 diabetes and hormone-sensitive cancers. This review provides an overview of the current state of knowledge of the genetic determinants of sex steroid hormones, with a focus on recent GWAS and brief directions for elucidating the remaining heritability.","dehydroepiandrosterone, estradiol, genome-wide association studies, hypogonadism, sex hormone-binding globulin, testosterone, sex hormone binding globulin, genome wide association studies"
"Even, or may be particularly, in the time of disintegration, deregulation and competition in a power system, its reliability is one of the most important criteria which must be taken into consideration during planning and operation phases of its life. In many countries the increase of generating capacity takes place in small units of so-called distributed generation (DG). They use primary energy conventional sources as well as renewable energy sources (RES), and in many cases produce electricity and heat (CHP). Using of renewable energy sources is one of the crucial components of the sustainable development, giving rationale economic, ecological and social effects. Electrical energy sources can be qualified into two groups: with production dependent on unpredictable external sources of primary energy, and others. The most difficult is to analyse those, production of which depends on renewable energy sources like: hydro energy, the Sun, and wind energy. This paper presents chosen aspects of power system reliability modelling and evaluation, including distributed generation.","distributed power generation, power generation reliability, renewable energy sources, distributed generation, power system deregulation, power system disintegration, power system operation, power system planning, power system reliability, electric power system reliability, reliability assessment methodology, electricity, reliability, electric power system, production, sustainable development, power systems, wind energy, renewable energy resources, power system"
"Distributed database theory for a single view of a distributed database consisting of homogeneous relational databases has been known for over a decade. The application of some of this theory in commercial products has not been established. Although some commercial distributed database products support naming and location transparency, these products do not provide full support for fragmentation transparency. Providing support for declaring and reasoning about fragments requires adding data definition capabilities and updating complex query optimizers. This article presents a syntax for the specification of fragmentation and describes a prototype for reasoning about the fragmentation criteria. This prototype examines the feasibility of not having to update the existing query optimizer by taking a distributed SQL query and fragmentation specification and generating a sequence of SQL queries expressed over the fragments, which is then input to the established query optimizer. This article provides a case study of this approach on a commercial distributed database product. A benchmark for distributed databases for decision support, known as D 3 S, is introduced and used in the case study. The study shows that a two-step process of first optimizing with respect to the fragmentation criteria, followed by the existing distributed query optimization, results in performant query evaluation plans.","database system, fragmentation transparency, case study, optimization, distributed database, algorithm, query optimization, decision support, business model, fragmentation, evaluation, transparency, prototype, relational database"
"85 male college students volunteering for service as companions to chronically ill mental patients were compared to a group of 85 control students on a number of psychological tests administered during the students' freshmen years. These tests consisted of the MMPI, EPPS, Allport-Vernon-Lindzey Scale of Values, the Scholastic Aptitude Test, and the Terman Concept Mastery Test. Students taking part in the Companion Program are not differentiated from their control counterparts in any clinical respect. There is evidence that the companions are: (a) slightly more religiously oriented, (b) more morally concerned, (c) more compassionate, and (d) more introverted than the control students. (PsycINFO Database Record (c) 2006 APA, all rights reserved)","mental hospital, volunteer psychiatric aides, psychiatric services, college volunteers serving in, student/college, characteristics of, psychological tests"
"This paper introduces a new retailing concept called shopper-based mall equity (SBME). SBME is the differential effect of mall knowledge on shoppers' responses to a mall's marketing activities. The results of a study in two Canadian shopping malls consisting of 905 shoppers who were administered a questionnaire suggest that SBME is a bi-dimensional construct, composing two sub-scales, namely mall awareness and mall image. Further psychometric tests show a parsimonious SBME measure with support for convergent, discriminant and predictive validities. Multi-group latent mean structures show that the SBME measure is able to discriminate shoppers that globally attribute high-mall scores from those who globally attribute low-mall scores. The article includes theoretical and managerial implications.","mall equity, latent mean structures, multi-group cfa, retailing, high-order cfa, predictive validity"
